query	titles	subject	qlength	slength	Coverage	nident	percentID	evalue	bitscore
BK1065.c47f7s7|apr11.P2.MID60.GY7WJEE02DCR3W|BK1065|Gabon_Bakoumba	"Plasmodium falciparum isolate PIK11 erythrocyte membrane protein 1 (var-4300) gene, partial cds"	gi|323394486|gb|HQ733399.1|	334	334	100	331	99.102	1.78E-168	601
BK1065.c47f7s7|apr11.P2.MID60.GY7WJEE02DCR3W|BK1065|Gabon_Bakoumba	"Plasmodium falciparum isolate DIE4 EMP1 (var-1776) gene, partial sequence"	gi|90571060|gb|DQ135428.1|	334	330	98.80239521	326	98.788	1.39E-164	588
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum (strain FCR3) variant-specific surface protein (var-2, var-3) genes, complete cds's"	gi|886376|gb|L40609.1|PFAVAR23A	396	396	100	396	100	0	732
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum EMP1 variant CM1d (var) mRNA, partial cds"	gi|86373955|gb|DQ367089.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum isolate Dd2A2 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19108481|gb|AY054749.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1077"	gi|78041286|emb|AM115930.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1076"	gi|78041284|emb|AM115929.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 1075"	gi|78041282|emb|AM115928.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 1074"	gi|78039866|emb|AM115183.1|	396	394	99.49494949	394	100	0	728
BK725.c69f6s14|apr11.P2.MID42.GY7WJEE02DSDK6|BK725|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK24 EMP1 (var-1879) gene, partial sequence"	gi|90570827|gb|DQ135195.1|	396	397	100.2525253	396	99.748	0	726
BK586.c1f28s36|apr11.P1.MID34.GY7WJEE01A0ZDH.HiQual|BK586|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK22 EMP1 (var-1845) gene, partial sequence"	gi|90571188|gb|DQ135556.1|	394	394	100	394	100	0	728
BK586.c1f28s36|apr11.P1.MID34.GY7WJEE01A0ZDH.HiQual|BK586|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK17 EMP1 (var-1845) gene, partial sequence"	gi|90571187|gb|DQ135555.1|	394	394	100	394	100	0	728
BK586.c1f28s36|apr11.P1.MID34.GY7WJEE01A0ZDH.HiQual|BK586|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK15 EMP1 (var-1845) gene, partial sequence"	gi|90571186|gb|DQ135554.1|	394	394	100	394	100	0	728
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate KIL42 erythrocyte membrane protein 1 (var-2003) gene, partial cds"	gi|323393656|gb|HQ732956.1|	344	343	99.70930233	343	100	1.82E-178	634
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 45H, clone 45H_Contig9"	gi|374253039|emb|HE654342.1|	344	342	99.41860465	342	100	6.53E-178	632
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK16 EMP1 (var-1324) gene, partial sequence"	gi|90570558|gb|DQ134926.1|	344	344	100	343	99.709	6.53E-178	632
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate KIL42 erythrocyte membrane protein 1 (var-1324) gene, partial cds"	gi|323393648|gb|HQ732952.1|	344	343	99.70930233	341	99.417	1.09E-175	625
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate M5 sequence upsAvar_5'UTR_DBL1alpha1_seq7 erythrocyte membrane protein 1 (upsAvar) gene, partial cds"	gi|90193258|gb|DQ407971.1|	344	344	100	342	99.419	1.09E-175	625
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate PIK29 erythrocyte membrane protein 1 (var-1324) gene, partial cds"	gi|323394963|gb|HQ733663.1|	344	343	99.70930233	341	99.417	3.93E-175	623
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 46D, clone 46D_Contig5"	gi|374253057|emb|HE654351.1|	344	342	99.41860465	340	99.415	1.41E-174	621
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 45F, clone 45F_Contig10"	gi|374253025|emb|HE654335.1|	344	342	99.41860465	339	99.123	6.58E-173	616
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum clone 1965-8 EMP1 (var) gene, exon 1 and partial cds"	gi|387175203|gb|JQ691644.1|	344	337	97.96511628	334	99.11	3.96E-170	606
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum isolate s12D248f58.1 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|197253020|gb|EU787862.1|	344	344	100	338	98.256	5.12E-169	603
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum clone 74F3-49 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|584432899|gb|KC678473.1|	344	339	98.54651163	331	97.64	2.40E-162	580
BK362.c4f30s43|apr11.P3.MID14.GY7WJEE03F9AOA.HiQual|BK362|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for PfEMP1 DBLa (var gene), isolate 45H, clone 45H_Contig25"	gi|374253035|emb|HE654340.1|	344	342	99.41860465	329	96.199	3.13E-156	560
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK26 EMP1 (var-1671) gene, partial sequence"	gi|90570864|gb|DQ135232.1|	350	350	100	350	100	0	647
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate AME24 EMP1 (var-1671) gene, partial sequence"	gi|90570867|gb|DQ135235.1|	350	350	100	350	100	0	647
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate MUZ12 EMP1 (var-1671) gene, partial sequence"	gi|90570865|gb|DQ135233.1|	350	350	100	350	100	0	647
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	Plasmodium falciparum partial TM180var2 variant gene for PfEMP1	gi|18621284|emb|AJ420411.1|	350	350	100	350	100	0	647
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate KIL43 erythrocyte membrane protein 1 (var-1671) gene, partial cds"	gi|323393700|gb|HQ732979.1|	350	349	99.71428571	349	100	0	645
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate PH1A5 isolate PH1 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109647|gb|AY054896.1|	350	349	99.71428571	349	100	0	645
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate Dd2A24 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19108644|gb|AY054771.1|	350	349	99.71428571	349	100	0	645
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0797"	gi|78040138|emb|AM115319.1|	350	349	99.71428571	349	100	0	645
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0795"	gi|78039966|emb|AM115233.1|	350	349	99.71428571	349	100	0	645
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate V1S sequence Var1csa_DBL1alpha1_CIDR1alpha1_seq5 erythrocyte membrane protein 1 (var1csa) gene, partial cds"	gi|90193516|gb|DQ408100.1|	350	350	100	349	99.714	1.11E-180	641
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum erythrocyte membrane protein 1 (var) mRNA, partial cds, DBL1alpha region"	gi|39842844|gb|AY462740.1|	350	350	100	349	99.714	1.11E-180	641
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate KIL35 erythrocyte membrane protein 1 (var-1671) gene, partial cds"	gi|323393254|gb|HQ732747.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0791"	gi|78040696|emb|AM115598.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0796"	gi|78039968|emb|AM115234.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0794"	gi|78039964|emb|AM115232.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0803"	gi|78039818|emb|AM115159.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0802"	gi|78039816|emb|AM115158.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 0793"	gi|78039598|emb|AM115049.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein, clone 0792"	gi|78032668|emb|AM116420.1|	350	349	99.71428571	348	99.713	3.98E-180	640
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial mRNA for erythrocyte membrane protein (var gene), clone 1628"	gi|78039742|emb|AM115121.1|	350	349	99.71428571	346	99.14	8.61E-177	628
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate BAK15 EMP1 (var-1671) gene, partial sequence"	gi|90570861|gb|DQ135229.1|	350	350	100	344	98.286	2.41E-172	614
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum EMP1 variant CM1g (var) mRNA, partial cds"	gi|86373961|gb|DQ367092.1|	350	352	100.5714286	346	98.295	2.41E-172	614
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum clone 28F3-24 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|584432214|gb|KC678127.1|	350	342	97.71428571	338	98.83	3.12E-171	610
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate G248 erythrocyte membrane protein 1 variant 1 (var) mRNA, partial cds"	gi|29501481|gb|AF528136.1|	350	348	99.42857143	342	98.276	3.12E-171	610
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum subclone D28_77 variant surface protein (EMP1) gene, partial cds"	gi|521308669|gb|KC887665.1|	350	350	100	343	98	1.12E-170	608
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum clone Pap1.A3 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|480321479|gb|KC608871.1|	350	350	100	343	98	1.12E-170	608
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate A68D253f134.2 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|197253024|gb|EU787864.1|	350	350	100	343	98	1.12E-170	608
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum erythrocyte membrane protein 1 (var) mRNA, partial cds, DBL1alpha region"	gi|39842842|gb|AY462739.1|	350	350	100	343	98	1.12E-170	608
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate S2A23 isolate S2 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109215|gb|AY054839.1|	350	349	99.71428571	341	97.708	1.88E-168	601
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum clone 2o2 erythrocyte membrane protein 1 (var) mRNA, partial cds"	gi|21489674|gb|AF411601.1|	350	350	100	341	97.429	2.43E-167	597
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	Plasmodium falciparum partial TM284var3 gene variant for PfEMP1	gi|18621286|emb|AJ420412.1|	350	350	100	341	97.429	2.43E-167	597
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate S99A13 isolate S99 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109516|gb|AY054879.1|	350	349	99.71428571	340	97.421	8.74E-167	595
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate S2A13 isolate S2 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109134|gb|AY054829.1|	350	349	99.71428571	340	97.421	8.74E-167	595
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate VAN230 from Vanuatu PfEMP1 protein VAN2302 (var) gene, partial cds"	gi|7109075|gb|AF221773.1|AF221773	350	349	99.71428571	340	97.421	8.74E-167	595
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate S55A10 isolate S55 erythrocyte membrane protein 1 (var) gene, partial cds"	gi|19109327|gb|AY054854.1|	350	349	99.71428571	339	97.135	4.06E-165	590
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum partial var gene for erythrocyte membrane protein 1 (PfEMP1), isolate VZ#2, variant VZ#2-DBL03"	gi|31043997|emb|AJ536728.1|	350	350	100	339	96.857	5.26E-164	586
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum clone 1965-6 EMP1 (var) mRNA, partial cds"	gi|387175221|gb|JQ691653.1|	350	343	98	334	97.376	1.89E-163	584
BK954.c20f5s6|apr11.P1.MID51.GY7WJEE01BCMLT|BK954|Gabon_Bakoumba	"Plasmodium falciparum isolate Pf112_26 EMP1 (var) gene, partial cds"	gi|81344583|gb|DQ265587.1|	350	349	99.71428571	338	96.848	1.89E-163	584
